rainfall,river_level,humidity,temperature,soil_moisture,elevation,drainage,urbanization,flood
397.81,0.32,42.24,19.42,51.71,732.82,0.01,0.46,0
112.15,9.18,83.07,36.55,61.04,696.94,0.45,0.91,0
196.01,1.42,98.05,21.02,67.14,922.09,0.67,0.97,0
1.91,5.62,32.0,24.76,40.16,992.81,0.11,0.04,0
53.06,6.97,30.34,44.74,12.08,184.99,0.56,0.31,0
137.37,8.85,39.75,26.24,33.83,683.78,0.67,0.23,0
89.52,4.91,90.09,36.55,26.93,797.49,0.72,0.1,0
56.89,6.57,70.33,19.62,88.2,401.11,0.18,0.46,0
105.68,5.51,88.83,23.31,26.49,667.84,0.11,0.05,0
145.39,2.23,43.47,35.02,41.51,292.56,0.95,0.26,0
302.64,9.77,85.87,38.83,66.32,584.6,0.32,0.08,1
266.22,9.23,54.08,22.51,78.02,219.92,0.45,0.03,1
305.95,1.36,43.05,39.58,47.42,199.8,0.44,0.39,0
399.07,1.4,36.08,21.11,52.81,963.32,0.72,0.76,0
298.87,7.61,48.01,13.55,77.79,28.75,0.26,0.12,1
390.28,6.55,57.46,10.49,65.93,59.21,0.57,0.08,1
332.9,2.4,85.31,18.22,65.66,336.03,0.07,0.74,1
376.41,3.11,32.27,21.55,65.4,590.17,0.14,0.82,1
365.75,7.04,59.31,17.96,82.34,947.64,0.95,0.22,1
312.66,8.28,67.17,29.46,96.15,308.58,0.34,0.94,1
263.03,6.5,34.0,22.93,83.43,400.74,0.37,0.86,1
57.9,1.76,80.56,13.75,32.98,471.38,0.77,0.44,0
186.62,6.06,34.47,35.14,36.35,24.28,0.29,0.26,0
358.12,5.21,79.51,32.64,32.39,882.93,0.37,0.92,1
33.82,0.38,75.72,15.49,98.32,483.81,0.12,0.64,0
128.28,4.08,77.83,14.01,70.58,467.7,0.13,0.9,0
383.98,8.09,93.68,17.48,24.56,111.54,0.43,0.69,1
33.35,0.54,65.24,18.0,65.67,156.73,0.59,0.25,0
226.88,0.76,52.56,17.62,51.45,778.01,0.11,0.03,0
54.76,5.14,61.59,10.03,67.91,346.26,0.59,0.62,0
291.6,3.73,43.75,18.9,38.6,10.35,0.99,0.01,0
310.45,3.77,86.48,18.54,54.49,612.92,0.89,0.74,0
123.87,3.46,33.87,30.81,55.27,452.59,0.4,0.24,0
311.64,2.72,72.32,35.16,28.51,408.09,0.69,0.68,0
119.04,0.69,79.77,15.12,80.99,541.7,0.1,0.08,0
97.43,5.49,39.25,16.04,14.36,750.34,0.1,0.24,0
150.12,1.01,51.74,15.21,18.87,535.42,0.55,0.36,0
94.42,0.32,68.51,16.89,75.81,881.48,0.67,0.52,0
289.47,6.37,45.56,39.44,31.38,565.34,0.67,0.09,0
375.36,4.79,47.19,23.31,11.14,749.09,0.59,0.31,0
194.44,4.82,33.23,10.81,21.65,256.98,0.72,0.78,0
386.61,9.13,61.97,25.18,34.21,365.18,0.79,0.79,1
268.52,8.38,52.44,16.31,51.29,529.09,0.08,0.11,1
312.43,7.53,73.56,37.95,37.35,259.54,0.36,0.61,1
56.71,3.95,53.69,38.79,64.0,453.52,0.5,0.24,0
178.46,6.84,38.14,36.43,55.09,415.27,0.14,0.43,0
233.86,4.01,39.41,24.06,84.63,923.67,0.44,0.22,0
10.1,3.63,44.52,13.45,59.0,852.07,0.48,0.29,0
397.1,1.66,39.79,34.06,93.49,761.42,0.29,0.38,1
27.54,2.97,57.37,23.34,54.48,204.79,0.22,0.3,0
271.99,0.72,62.0,37.27,71.58,174.12,0.67,0.37,0
118.21,2.27,72.07,44.66,76.34,207.21,0.92,0.26,0
10.89,2.5,51.92,28.85,60.88,593.16,0.9,0.93,0
86.58,5.51,84.56,18.1,12.55,541.28,0.49,0.6,0
256.28,4.02,45.89,39.5,78.9,576.65,0.18,0.95,1
311.79,7.07,96.36,13.98,67.95,482.55,0.06,0.33,1
89.22,0.64,93.55,11.75,76.85,685.59,0.58,0.08,0
180.67,1.28,40.98,26.79,56.67,20.42,0.54,0.45,0
233.36,9.89,58.03,11.87,84.46,334.67,0.45,0.61,1
316.02,7.27,75.93,39.14,52.94,284.86,0.61,0.62,1
22.75,1.61,90.78,13.73,21.18,279.16,0.85,0.79,0
395.14,3.56,81.64,29.35,58.11,102.01,0.94,0.97,1
173.07,4.93,74.23,33.96,96.18,706.57,0.41,0.24,0
397.26,2.0,36.59,30.87,98.3,366.52,0.35,0.82,1
297.94,7.53,37.23,30.88,64.79,217.92,0.91,0.51,1
35.47,8.39,44.79,39.85,73.95,648.27,0.89,0.05,0
212.16,9.48,78.84,13.98,28.65,823.3,0.5,0.43,1
197.5,1.89,77.83,16.01,45.01,802.48,0.69,0.42,0
48.21,8.38,35.38,31.49,57.42,267.76,0.04,0.85,0
124.19,6.02,33.94,26.67,24.7,357.26,0.3,0.52,0
133.16,2.25,78.64,41.63,83.83,234.42,0.6,0.59,0
303.4,1.24,63.73,19.75,75.93,603.76,0.15,0.91,0
310.88,8.92,37.41,38.31,16.28,600.2,0.74,0.32,1
352.23,0.67,81.73,44.35,95.38,254.06,0.49,0.42,1
71.8,9.35,87.32,44.7,73.6,405.82,0.04,0.7,1
158.07,5.71,48.28,19.04,84.23,723.33,0.55,0.32,0
37.53,3.9,84.32,31.11,10.78,771.81,0.47,0.4,0
264.59,3.38,97.06,11.61,62.84,695.76,0.31,0.88,1
231.72,4.65,74.07,42.01,12.89,985.27,0.61,0.87,0
281.05,4.61,74.52,41.22,39.58,945.71,0.93,0.42,0
203.29,0.67,44.43,43.7,52.34,934.31,0.45,0.48,0
54.43,4.79,45.85,20.28,11.01,919.88,0.31,0.65,0
258.54,7.35,96.16,13.29,65.51,879.56,0.84,0.23,1
323.75,4.12,93.87,16.47,31.12,312.67,0.9,0.09,0
217.71,6.49,51.7,19.4,36.69,972.02,0.87,0.27,0
267.76,6.68,41.01,19.78,82.77,753.94,0.01,0.6,1
175.69,3.51,92.61,13.18,70.15,514.75,0.66,0.98,0
166.61,2.74,72.89,30.16,19.27,494.99,0.19,0.54,0
282.67,8.97,62.72,21.2,84.77,134.24,0.84,0.99,1
273.75,6.24,65.6,38.86,44.7,76.09,0.9,0.78,1
10.86,2.0,56.83,31.58,26.31,577.91,0.99,0.04,0
382.72,2.42,56.76,23.36,62.48,936.54,0.42,0.17,0
67.15,3.47,46.22,23.43,61.18,92.87,0.07,0.82,0
312.97,1.92,77.38,39.25,81.37,783.44,0.31,0.28,0
252.37,1.49,30.15,24.86,25.99,744.68,0.27,0.19,0
322.38,6.75,67.72,18.05,31.43,208.69,0.37,0.94,1
295.03,3.81,93.18,18.9,13.36,434.66,0.81,0.81,0
70.29,2.49,69.34,23.43,65.82,133.55,0.33,0.02,0
107.6,3.4,88.3,30.22,41.27,974.08,0.85,0.63,0
374.38,8.07,99.21,31.31,89.12,921.16,0.84,0.87,1
99.5,4.27,93.3,40.58,47.98,326.76,0.32,0.1,0
344.75,4.05,33.14,26.03,82.23,523.03,0.0,0.76,1
319.27,3.4,39.55,27.8,50.98,934.56,0.99,0.74,0
244.21,4.02,56.41,43.7,48.67,589.04,0.61,0.26,0
6.56,7.01,62.03,39.87,67.82,872.18,0.87,0.43,0
20.6,8.46,73.49,41.79,17.27,963.37,0.21,0.52,0
318.45,9.51,95.26,25.68,40.31,480.43,0.36,0.43,1
130.32,6.53,35.36,35.48,48.01,20.0,0.1,0.49,0
117.01,5.63,80.62,16.32,35.57,207.49,0.97,0.61,0
255.86,4.35,66.2,10.65,97.88,926.35,0.32,0.91,1
258.29,7.82,58.6,34.76,81.19,229.33,0.34,0.05,1
329.93,7.49,48.5,16.23,60.49,72.1,0.83,0.54,1
67.13,3.31,61.2,20.52,13.0,130.05,0.06,0.86,0
343.71,5.39,90.99,44.96,48.5,172.43,0.38,0.83,1
205.66,7.9,74.04,36.62,32.44,646.83,0.57,0.76,0
162.88,5.59,33.62,23.49,39.08,350.79,0.02,0.84,0
8.69,0.79,83.49,25.37,62.03,601.08,0.08,0.81,0
259.41,0.02,50.58,42.22,87.37,147.43,0.87,0.71,0
183.87,5.24,83.13,11.71,29.46,327.55,0.15,0.95,0
298.94,2.16,51.28,19.84,66.6,258.16,0.51,0.6,0
298.88,7.19,46.28,28.8,70.68,150.54,0.22,0.44,1
168.67,4.77,88.95,41.58,50.36,219.84,0.12,0.45,0
111.98,3.57,62.31,24.98,70.77,890.19,0.39,0.94,0
177.8,3.13,32.88,31.5,91.85,914.83,0.61,0.81,0
105.99,4.96,84.14,23.1,34.54,286.85,0.24,0.29,0
200.97,3.34,71.12,39.7,50.15,459.7,0.25,0.83,0
11.0,7.53,46.8,23.63,47.79,475.32,0.03,0.87,0
9.01,8.67,59.49,22.41,37.73,445.15,0.2,0.09,0
126.84,4.71,44.54,37.19,15.35,588.36,0.79,0.64,0
18.6,8.51,81.69,37.87,43.53,357.07,0.51,0.24,0
116.2,2.63,47.09,44.41,82.04,654.69,0.42,0.25,0
381.53,9.14,90.54,14.55,47.05,983.85,0.63,0.92,1
268.44,0.13,97.06,19.11,12.6,999.54,0.74,0.07,0
294.24,8.15,70.94,36.37,42.55,421.42,0.08,0.69,1
239.14,5.68,81.49,39.17,99.43,86.76,0.1,0.89,1
200.95,7.49,61.35,42.52,46.16,76.5,0.73,0.47,0
170.02,0.93,75.0,32.68,56.0,668.93,0.28,0.46,0
233.42,4.0,75.56,37.37,44.51,885.44,0.71,0.02,0
149.15,1.33,58.29,44.23,62.76,16.78,0.64,0.07,0
287.33,7.01,78.42,10.13,26.24,704.37,0.5,0.91,1
342.15,3.16,88.67,33.81,66.08,422.33,0.91,0.07,0
21.92,0.67,91.3,28.62,43.85,308.33,0.31,0.87,0
85.29,5.91,36.32,25.88,76.66,339.58,0.26,0.3,0
120.98,1.28,43.16,31.2,35.38,16.69,0.9,0.87,0
66.59,7.22,84.82,26.83,30.31,357.35,0.08,0.92,0
272.78,7.55,58.44,20.85,88.04,496.9,0.3,0.2,1
387.75,9.19,35.34,33.6,10.78,355.34,0.37,0.27,1
377.87,4.18,52.28,38.52,41.43,950.87,0.94,0.78,0
145.87,1.68,38.32,29.26,39.51,876.82,0.81,0.06,0
230.93,3.04,92.03,37.78,16.84,170.81,1.0,0.98,0
132.12,8.08,88.77,44.06,19.95,460.72,0.76,0.18,0
215.21,9.42,36.8,17.71,57.92,954.59,0.09,0.89,1
306.17,7.32,99.49,43.62,15.85,258.2,0.39,0.26,1
281.43,9.82,42.11,42.02,19.25,608.27,0.37,0.46,1
336.47,9.78,89.29,39.41,76.2,101.6,0.06,0.31,1
188.87,1.93,36.35,13.05,75.14,88.12,0.25,0.33,0
256.45,3.62,89.43,43.33,38.87,38.99,0.06,0.31,1
4.11,4.41,36.16,34.93,90.43,616.64,0.89,0.41,0
245.56,3.03,83.76,21.19,46.61,839.41,0.43,0.75,0
122.17,9.88,51.25,37.41,76.78,183.76,0.59,0.14,0
375.5,8.58,71.86,21.94,14.96,306.79,0.08,0.62,1
293.5,1.03,59.35,13.66,72.53,382.45,0.64,0.69,0
37.31,0.59,82.76,39.41,73.21,526.44,0.13,0.66,0
53.6,7.4,58.31,14.95,84.18,925.06,0.15,0.08,0
324.22,3.56,74.66,15.97,80.39,835.66,0.57,0.38,1
58.4,5.29,74.2,27.38,81.97,708.42,0.75,0.01,0
227.48,1.39,85.98,32.17,94.33,633.55,0.49,0.76,0
220.51,4.56,79.24,15.53,12.75,960.16,0.66,0.91,0
106.93,3.4,64.53,14.51,82.46,556.5,0.94,0.14,0
139.86,2.95,43.04,35.1,14.02,676.89,0.51,0.93,0
257.01,7.06,40.32,32.11,56.44,15.94,0.38,0.29,1
11.47,7.91,88.22,19.18,47.67,358.61,0.3,0.48,0
180.46,8.05,78.48,31.24,40.7,718.02,0.02,0.87,1
253.83,9.72,70.91,21.57,45.29,687.81,0.2,0.09,1
155.57,6.27,54.81,38.18,29.85,558.86,0.53,0.93,0
177.12,8.8,54.33,34.4,92.02,613.34,0.83,0.07,0
155.74,9.59,59.17,14.48,93.47,843.35,0.02,0.09,1
39.07,7.27,43.55,23.38,92.99,481.99,0.59,0.67,0
178.89,8.82,82.76,31.54,29.29,16.68,0.33,0.76,1
292.11,8.57,66.47,37.92,78.88,729.85,0.56,0.95,1
227.82,3.08,71.24,36.37,33.37,808.88,0.73,0.96,0
93.34,4.4,69.26,30.6,89.44,957.31,0.41,0.22,0
22.52,5.64,81.01,14.41,75.71,493.42,0.81,0.26,0
204.21,5.17,87.03,28.51,79.32,834.71,0.33,0.69,0
59.7,8.91,55.73,33.22,69.62,663.55,0.87,0.16,0
362.49,7.17,93.07,36.6,19.97,218.33,0.25,0.21,1
174.72,5.1,54.0,28.73,36.82,942.12,0.42,0.91,0
255.66,5.02,72.76,23.97,39.16,551.66,0.48,0.27,0
112.29,3.25,70.24,21.72,17.14,357.41,0.2,0.94,0
128.95,3.45,85.11,21.54,66.57,923.77,0.7,0.49,0
214.98,4.57,49.35,43.84,15.79,636.11,0.97,0.39,0
354.93,9.29,60.0,21.31,20.83,748.19,0.12,0.62,1
197.21,2.57,45.68,31.46,42.0,318.29,0.77,0.78,0
174.33,8.87,72.8,25.42,63.9,237.58,0.72,0.91,1
19.93,9.55,54.57,27.65,26.53,835.07,0.4,0.19,0
15.06,7.59,52.91,26.64,67.54,172.55,0.28,0.13,0
112.31,5.41,82.16,20.69,69.65,167.39,0.38,0.55,0
227.09,5.2,47.78,32.92,14.44,82.81,0.63,0.51,0
13.43,0.08,44.28,41.85,59.82,71.99,0.85,0.87,0
175.45,2.42,85.62,28.44,46.02,746.87,0.1,0.35,0
104.49,4.17,31.1,18.58,23.88,392.95,0.62,0.44,0
342.32,9.31,87.73,24.1,73.05,495.77,0.05,0.33,1
82.48,9.25,89.68,20.46,61.6,107.09,0.69,0.71,0
328.4,3.49,61.11,31.93,71.45,803.02,0.36,0.04,0
392.45,8.79,96.45,43.94,75.04,849.79,0.65,0.66,1
222.83,8.61,77.15,25.89,88.73,549.02,0.09,0.16,1
72.96,2.6,95.97,22.98,52.99,512.0,0.29,0.4,0
178.32,6.1,88.25,39.09,84.71,82.19,0.78,0.56,0
227.81,1.0,65.34,25.96,43.72,68.52,0.57,0.69,0
119.57,7.93,72.28,15.78,28.54,100.31,0.92,0.62,0
71.14,7.59,83.2,28.11,67.97,662.96,0.48,0.44,0
173.75,3.79,52.35,41.43,53.33,361.64,0.3,0.61,0
259.46,7.08,74.71,20.71,98.56,431.91,0.47,0.49,1
134.51,4.11,69.46,43.28,75.33,830.07,0.27,0.61,0
359.04,4.87,96.26,34.29,36.86,112.55,0.21,0.59,1
186.65,9.94,76.48,13.84,95.48,643.45,0.46,0.86,1
306.6,6.15,48.4,33.21,83.68,659.26,0.69,0.48,1
69.18,9.43,62.78,27.52,46.12,103.86,0.34,0.65,0
292.49,4.88,36.67,28.69,88.8,374.09,0.21,0.67,1
60.66,8.61,67.55,43.84,41.46,17.65,0.78,0.75,0
314.3,8.37,64.02,30.92,84.96,362.13,0.5,0.65,1
160.98,1.55,92.85,28.58,91.82,628.07,0.12,0.19,0
67.06,2.13,81.52,37.55,67.43,444.04,0.3,0.47,0
100.65,8.07,99.8,25.56,74.47,254.49,0.98,0.67,0
195.66,8.09,87.44,18.59,36.18,555.97,0.71,0.57,0
397.88,5.18,45.17,42.86,43.56,766.58,0.04,0.46,1
76.39,8.25,37.05,12.72,41.31,677.8,0.66,0.04,0
41.94,7.5,95.81,26.1,81.15,269.71,0.03,0.54,0
280.29,1.78,67.03,20.98,18.81,903.87,0.16,0.75,0
146.07,8.1,46.54,29.24,81.23,585.38,0.45,0.68,0
141.18,1.98,59.99,45.0,43.12,673.81,0.36,0.53,0
163.01,4.89,61.81,14.65,58.45,270.09,0.09,0.21,0
320.34,8.2,82.73,31.42,16.7,189.56,0.6,0.91,1
123.95,4.92,51.68,31.51,48.9,851.07,0.92,0.31,0
284.91,7.27,58.98,36.9,89.6,950.69,0.27,0.96,1
78.41,7.68,98.14,33.36,69.78,914.17,0.67,0.23,0
145.68,6.29,89.04,29.63,23.8,824.36,0.51,0.97,0
137.08,9.49,76.86,18.3,75.65,809.78,0.95,0.71,0
319.97,1.41,65.46,36.73,45.13,938.97,0.1,0.81,0
268.89,9.57,85.77,15.82,33.75,657.67,0.32,0.16,1
151.04,9.23,70.99,37.64,59.19,806.03,0.15,0.33,1
247.48,3.06,98.37,36.56,50.64,264.11,0.63,0.38,0
148.92,2.15,56.23,38.66,35.21,924.53,0.11,0.1,0
308.99,5.32,89.5,41.68,40.83,213.83,0.92,0.19,0
386.55,6.87,40.11,17.21,84.3,643.47,0.1,0.59,1
177.82,9.51,60.02,20.53,18.97,778.59,0.28,0.5,0
32.11,3.82,39.42,10.98,16.71,661.88,0.24,0.24,0
106.79,0.6,36.82,16.46,25.21,207.06,0.39,0.2,0
203.26,8.78,57.64,20.19,91.71,46.21,0.57,0.99,1
264.56,4.83,37.59,29.02,79.79,377.22,0.74,0.37,0
193.27,6.54,78.23,12.3,47.44,958.46,0.5,0.04,0
218.24,8.46,57.63,11.73,36.98,501.0,0.81,0.22,0
90.48,8.27,41.33,39.57,68.89,795.85,0.26,0.43,0
119.4,5.89,35.83,11.3,74.61,684.69,0.23,0.68,0
154.76,9.12,85.73,29.92,96.87,719.32,0.75,0.65,1
91.79,1.31,87.0,44.93,73.47,596.18,0.68,0.12,0
27.66,8.63,69.11,13.49,45.74,544.83,0.58,0.46,0
4.31,2.77,38.25,21.62,32.19,598.36,0.64,0.4,0
55.42,8.75,96.68,24.05,10.31,174.23,0.42,0.73,0
302.69,5.5,65.7,22.84,34.87,10.46,0.86,0.93,1
92.76,7.73,55.76,18.08,55.31,298.04,0.68,0.62,0
33.07,4.08,61.4,40.99,39.36,84.46,0.31,0.92,0
150.95,2.18,78.32,22.08,12.34,162.92,0.08,0.05,0
323.12,0.88,93.76,18.56,17.81,330.42,0.51,0.63,0
282.61,5.66,30.84,17.72,82.72,862.32,0.45,0.49,1
197.18,8.57,78.95,16.73,41.09,500.32,0.91,0.89,0
121.39,1.3,93.71,34.45,10.43,93.22,0.39,0.54,0
92.74,6.35,68.87,21.23,31.52,385.18,0.26,0.76,0
181.42,8.33,62.03,40.3,49.2,60.64,0.39,0.22,0
129.84,9.54,89.0,42.59,81.91,455.05,0.64,0.84,1
337.1,6.39,63.07,18.27,30.49,177.05,0.58,0.42,1
331.49,7.25,53.33,36.42,54.99,980.02,0.99,0.34,1
311.79,3.02,49.66,28.67,13.89,303.47,0.87,0.44,0
320.8,8.44,67.9,44.68,44.83,856.45,0.85,0.16,1
20.59,5.94,89.41,41.19,42.39,579.72,0.89,0.8,0
165.42,1.17,37.53,26.94,99.39,472.66,0.31,0.45,0
115.97,7.43,59.28,26.15,56.06,790.25,0.15,0.39,0
230.65,2.96,53.65,43.01,71.23,758.21,0.58,0.61,0
103.13,6.85,66.99,22.21,47.52,842.85,0.38,0.59,0
238.98,9.22,96.77,35.12,46.7,218.48,0.13,0.41,1
219.14,0.34,83.73,25.5,49.66,456.22,0.6,0.47,0
302.75,2.05,69.55,38.89,22.99,222.82,0.47,0.18,0
298.17,7.59,61.08,33.45,17.69,946.35,0.76,0.99,1
49.28,5.54,59.36,16.56,81.37,406.87,0.97,0.65,0
67.17,2.02,46.23,33.95,79.87,51.89,0.14,0.62,0
371.63,2.52,56.54,37.56,83.3,889.6,0.83,0.95,1
151.14,9.85,48.1,17.93,92.54,398.83,0.34,0.13,1
136.41,5.38,57.43,37.25,63.89,90.34,0.51,0.24,0
286.16,0.49,84.98,40.15,33.84,531.06,0.83,0.34,0
212.68,7.8,53.84,13.73,96.57,631.75,0.76,0.52,1
3.92,1.67,54.5,20.89,22.89,802.16,0.32,0.97,0
164.08,9.93,97.94,22.78,82.06,479.67,0.86,0.95,1
220.26,6.38,61.26,23.89,71.09,42.04,0.72,0.95,1
67.51,2.49,35.26,26.82,91.18,93.03,0.97,0.9,0
224.07,9.64,94.58,43.3,79.81,661.83,0.54,0.47,1
209.79,4.84,94.38,28.18,28.27,797.58,0.08,0.8,0
322.23,5.67,85.8,16.08,83.57,473.89,0.67,0.39,1
120.17,4.27,46.41,36.61,58.77,506.56,0.47,0.02,0
31.43,0.41,66.89,20.93,71.63,150.06,0.02,0.68,0
292.25,6.56,30.25,35.31,54.02,297.56,0.95,0.07,0
110.17,4.98,39.62,40.27,16.13,868.44,0.27,0.42,0
349.78,3.2,81.78,37.3,42.0,405.75,0.68,0.45,0
110.31,8.25,46.09,35.25,14.99,534.55,0.77,0.29,0
217.14,9.39,43.2,10.47,97.08,507.69,0.49,0.9,1
275.52,2.16,67.44,32.55,48.36,795.62,0.86,0.34,0
391.13,1.54,39.42,26.99,34.11,663.66,0.34,0.7,0
248.38,4.6,36.7,11.55,19.62,432.29,0.61,0.85,0
193.35,1.32,73.22,22.26,61.43,46.22,0.85,0.15,0
289.53,3.53,46.68,34.68,97.26,449.96,0.0,0.27,1
258.98,1.98,63.36,21.92,24.54,909.49,0.34,0.96,0
252.65,3.72,52.59,14.37,48.64,211.01,0.6,0.44,0
112.97,1.65,31.36,37.56,40.08,936.32,0.3,0.86,0
397.97,9.63,94.03,20.47,82.96,826.73,0.58,0.16,1
52.11,6.01,66.2,29.09,72.38,177.82,0.65,0.95,0
387.14,9.15,80.93,18.25,93.16,434.24,0.79,0.48,1
352.75,2.58,43.39,20.7,66.67,342.61,0.3,0.9,1
207.56,1.65,98.21,23.17,52.89,337.56,0.41,0.71,0
122.95,8.94,90.66,32.67,85.14,613.38,0.57,0.76,1
90.56,9.28,75.31,32.42,21.28,470.9,0.86,0.96,0
250.59,7.21,69.73,10.33,15.92,699.0,0.48,0.48,0
50.98,8.79,58.39,34.31,97.21,833.29,0.13,0.26,0
61.52,0.33,58.88,30.99,14.77,760.47,0.72,0.27,0
332.07,9.75,93.87,33.76,23.35,241.73,0.94,0.11,1
184.05,8.2,57.72,41.9,33.28,960.0,0.33,0.57,0
315.18,8.79,74.39,28.26,21.33,610.38,0.22,0.98,1
244.33,9.85,49.1,38.04,24.72,575.21,0.64,0.83,1
385.13,6.47,52.61,24.6,47.39,693.54,0.79,0.8,1
32.97,3.53,90.41,10.7,25.19,431.28,0.91,0.74,0
185.99,7.79,58.19,10.37,74.77,143.25,0.56,0.57,1
281.27,6.36,60.26,39.48,46.59,864.67,0.64,0.3,0
180.64,4.89,88.94,34.7,38.63,658.66,0.05,0.92,0
70.41,2.49,58.04,27.24,22.92,705.33,0.06,0.43,0
380.15,8.11,48.73,29.98,65.98,305.78,0.23,0.57,1
234.99,2.77,89.76,35.88,70.47,865.13,0.79,0.69,0
69.81,4.69,78.57,21.7,27.83,827.24,0.83,0.1,0
88.53,0.2,63.7,19.7,32.37,898.15,0.68,0.05,0
394.3,4.23,37.1,16.25,36.38,475.65,0.25,0.63,1
215.49,1.91,87.33,15.5,31.76,346.84,0.32,0.07,0
19.28,2.49,39.24,13.35,12.55,708.7,0.37,0.36,0
213.73,4.99,86.28,43.46,34.01,997.67,0.05,0.15,0
358.14,8.18,77.26,43.12,45.39,71.21,0.59,0.16,1
325.2,8.56,39.21,18.14,82.07,35.59,0.49,0.52,1
234.55,8.44,87.56,35.65,89.73,903.42,0.35,0.74,1
291.69,3.1,97.27,42.61,97.67,616.47,0.87,0.11,0
276.8,8.58,51.98,27.37,20.91,931.82,0.43,0.23,1
383.52,6.32,39.2,19.72,32.14,839.9,0.43,0.74,1
53.65,8.52,76.99,40.54,69.14,891.78,0.72,0.24,0
52.57,8.74,30.05,25.25,16.58,41.54,0.15,0.31,0
224.95,3.85,86.61,33.37,47.8,445.39,0.88,0.31,0
274.34,6.93,59.57,41.95,55.47,745.16,0.59,0.11,0
31.46,2.85,82.8,35.65,86.46,732.68,0.6,0.49,0
205.38,5.01,36.87,30.79,13.44,799.25,0.9,0.66,0
154.35,2.43,66.61,24.27,55.74,707.72,0.73,0.09,0
326.92,3.53,59.43,30.86,99.37,627.71,0.66,0.38,1
397.3,7.59,67.54,15.61,53.08,524.01,0.01,0.95,1
285.81,1.57,30.12,32.34,59.86,673.23,0.94,0.29,0
61.74,1.93,44.75,24.7,11.6,515.77,0.73,0.71,0
11.51,5.33,33.48,24.01,49.91,884.31,0.76,0.58,0
395.46,3.71,74.91,22.13,35.57,548.62,0.41,0.89,1
104.08,4.81,69.5,43.03,44.1,515.1,0.42,0.37,0
347.36,3.38,64.4,13.53,48.25,354.32,0.05,0.67,1
318.24,8.21,44.51,20.63,93.35,89.4,0.05,0.63,1
175.56,5.89,40.26,35.19,22.12,529.26,0.96,0.43,0
303.37,2.14,83.94,34.62,53.39,241.95,0.68,0.1,0
198.05,5.57,37.58,37.4,85.57,107.73,0.28,0.48,0
61.48,8.52,40.05,33.27,22.46,374.95,0.82,0.34,0
9.51,0.58,53.95,30.64,12.82,993.53,0.72,0.67,0
234.46,5.51,44.61,39.63,46.13,458.25,0.52,0.48,0
123.94,0.97,45.02,17.08,81.42,282.1,0.53,0.77,0
23.78,0.3,35.56,17.82,24.16,307.21,0.94,0.99,0
196.69,9.74,49.46,25.32,61.13,961.77,0.41,0.99,1
165.32,3.87,65.84,27.38,27.52,99.78,0.61,0.38,0
58.11,1.55,84.46,32.11,15.01,165.93,0.25,0.13,0
358.66,2.87,56.06,36.02,50.64,848.01,0.95,0.18,0
31.53,3.69,69.47,11.52,33.62,923.03,0.85,0.17,0
344.82,8.83,30.84,12.43,46.23,43.44,0.54,0.11,1
71.88,5.79,64.15,29.37,79.42,485.91,0.61,0.58,0
152.65,1.94,35.8,14.92,45.18,322.96,0.55,0.81,0
343.11,3.03,40.87,15.07,81.93,259.52,0.56,0.25,1
217.69,3.93,80.69,18.55,51.53,462.02,0.3,0.04,0
377.21,8.38,91.0,41.97,12.84,152.5,0.68,0.63,1
324.87,9.2,85.16,31.15,32.37,573.75,0.01,0.09,1
105.48,9.31,85.16,40.57,61.11,744.36,0.83,0.81,0
321.69,6.16,81.35,39.64,44.05,657.78,0.6,0.89,1
290.51,4.09,68.65,37.2,36.05,968.82,0.22,0.08,0
37.29,7.56,66.1,13.88,87.21,854.9,0.63,0.31,0
379.51,3.42,36.01,34.64,24.09,636.18,0.44,0.59,0
0.89,3.12,32.7,22.64,10.12,744.84,0.79,0.81,0
361.09,4.53,50.71,38.61,51.29,212.68,0.02,0.1,1
323.73,3.54,93.73,19.51,52.64,946.37,0.15,0.33,1
390.69,6.0,85.34,25.92,34.1,222.48,0.86,0.94,1
106.21,6.18,70.64,42.24,57.27,3.71,0.94,0.25,0
42.62,2.29,82.35,44.96,36.0,185.82,0.63,0.96,0
28.32,8.33,31.18,15.87,78.32,450.92,0.23,0.07,0
258.36,0.45,64.22,43.18,31.73,685.45,0.04,0.03,0
213.53,4.06,53.26,24.25,18.52,322.12,0.4,0.39,0
115.45,0.61,60.86,43.27,46.0,599.45,0.88,0.38,0
254.23,5.84,66.32,19.51,32.71,69.34,0.01,0.65,1
162.12,1.07,99.18,42.25,51.04,468.54,0.75,0.44,0
379.87,7.65,45.53,26.82,61.67,309.94,0.2,0.2,1
396.09,0.37,66.95,13.87,89.65,442.35,0.57,0.76,1
332.86,9.93,49.46,10.83,92.97,268.05,0.29,0.94,1
324.06,3.34,71.43,25.67,30.47,233.29,0.66,0.3,0
225.86,4.07,79.09,21.99,94.61,228.81,0.99,0.48,0
271.88,8.19,80.88,22.61,91.62,876.43,0.76,0.31,1
277.89,5.86,42.61,31.93,98.2,214.44,0.39,0.11,1
295.88,4.78,88.2,18.24,99.5,216.46,0.57,0.3,1
171.03,9.13,49.11,27.34,75.05,929.09,0.2,0.75,1
224.06,3.49,66.82,40.02,97.28,243.6,0.62,0.87,0
263.54,3.88,61.73,13.24,73.12,991.03,0.96,0.27,0
